track_id,playlist_url,playlist_name,track_name,track_popularity,artist_name,album,album_cover,artist_genres,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
53zNJpvUZ7DsHkgFedfhfD,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Call It Stormy Monday But Tuesday Is Just As Bad,43,T-Bone Walker,The Complete Capitol / Black & White Recordings,https://i.scdn.co/image/ab67616d0000b2736b5a168f4dc1640d7ab69e53,"['blues', 'blues rock', 'chicago blues', 'electric blues', 'jazz blues', 'texas blues', 'traditional blues']",44,0.621,0.134,0,-15.836,1,0.0496,0.853,0.0568,0.0412,0.44,103.782,183027,4,blues
4BbLz6pVP5oXl2plR7HLMZ,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Baby Scratch My Back - Single Version,52,Slim Harpo,The Excello Singles Anthology,https://i.scdn.co/image/ab67616d0000b273f0cf3871122092785943b264,"['acoustic blues', 'blues', 'electric blues', 'harmonica blues', 'louisiana blues', 'rhythm and blues', 'rock-and-roll', 'swamp blues', 'swamp rock', 'traditional blues']",45,0.802,0.455,5,-11.673,1,0.0537,0.803,0.585,0.0607,0.932,122.853,173600,4,blues
36ccrof5DFicLrejE4hEye,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Walking By Myself,50,Jimmy Rogers,Chicago Bound,https://i.scdn.co/image/ab67616d0000b273ab76e532fa011e617a8f29fe,"['acoustic blues', 'blues', 'boogie-woogie', 'chicago blues', 'traditional blues']",40,0.621,0.519,11,-13.328,0,0.102,0.837,0.00246,0.162,0.775,117.005,167267,4,blues
1cXc92MX9kFjMrrDsvdf9w,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Wang Dang Doodle,53,Koko Taylor,Koko Taylor,https://i.scdn.co/image/ab67616d0000b27324726d9f0e2312507fbc1735,"['acoustic blues', 'blues', 'chicago blues', 'electric blues', 'modern blues', 'traditional blues']",43,0.648,0.544,1,-8.963,1,0.179,0.343,2.93e-06,0.087,0.619,153.063,182827,4,blues
6wDGgiUZIpC7eCgrSoguie,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Ain't Nobody's Business,37,Otis Spann,The Biggest Thing Since Colossus,https://i.scdn.co/image/ab67616d0000b2732f750bd149344a63675697fb,"['acoustic blues', 'blues', 'boogie-woogie', 'chicago blues', 'electric blues', 'jazz blues', 'piano blues', 'traditional blues']",33,0.515,0.105,0,-17.303,1,0.0521,0.309,0.00291,0.0852,0.177,138.763,311933,3,blues
4KMXlzvtC8xjLseDqDjpeU,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,My Babe,59,Little Walter,The Essential Little Walter,https://i.scdn.co/image/ab67616d0000b27320f3de1822791b066e563a2d,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'electric blues', 'harmonica blues', 'louisiana blues', 'rock-and-roll', 'traditional blues']",46,0.676,0.334,5,-10.572,1,0.0508,0.862,0.0,0.32,0.867,158.0,162040,4,blues
21EwgINgOx9iiYo7Sj1HCM,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Alabama Blues,42,J.B. Lenoir,Alabama Blues!,https://i.scdn.co/image/ab67616d0000b273c66e0f533d2dd6182d2a6c40,"['acoustic blues', 'blues', 'chicago blues', 'traditional blues']",36,0.675,0.308,6,-8.081,1,0.0348,0.824,3.75e-05,0.0607,0.69,97.446,194373,4,blues
58PSYdY0GFg0LFb2PxYk4T,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Mannish Boy,62,Muddy Waters,King Of The Electric Blues,https://i.scdn.co/image/ab67616d0000b2731063bd72c8de25474308ccc9,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'soul', 'traditional blues']",55,0.598,0.735,2,-10.882,1,0.0973,0.44,0.000215,0.681,0.615,111.129,321133,3,blues
6GTwnddVVGUdXlHtQ6ffb1,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Lonesome,29,Memphis Slim,Presenting Memphis Slim,https://i.scdn.co/image/ab67616d0000b273accc051fca72565f7ec3b90e,"['blues', 'electric blues', 'piano blues', 'traditional blues']",30,0.638,0.614,5,-6.683,1,0.0572,0.868,0.00305,0.0583,0.857,159.049,147453,4,blues
65dalI2zUxJy2ITurZAaUb,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Give Me Back My Wig,40,Hound Dog Taylor,Hound Dog Taylor & The Houserockers,https://i.scdn.co/image/ab67616d0000b2731683b2f76cf9342ed8ef2d79,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'electric blues', 'traditional blues']",37,0.642,0.708,9,-13.402,1,0.0543,0.0346,0.0103,0.0844,0.775,108.143,215800,4,blues
2Mr1bGI2E10K7Mt1UJZ6Mw,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Boom Boom,63,John Lee Hooker,Burnin',https://i.scdn.co/image/ab67616d0000b273a359e57b14e2961fd4b9764c,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues', 'memphis blues', 'soul', 'traditional blues']",57,0.441,0.455,10,-14.207,1,0.0485,0.62,0.00187,0.135,0.918,160.9,152351,4,blues
0W0euvQlhbcsTydzsD4EQk,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Death Letter Blues,40,Son House,Father Of The Delta Blues: The Complete 1965 Sessions,https://i.scdn.co/image/ab67616d0000b273059c952d7ccc5a617cc9a383,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",35,0.803,0.288,7,-15.418,0,0.0629,0.865,0.0593,0.0833,0.865,115.685,259160,4,blues
2uQfgaV796QLHJCVOP4bn1,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,2:19,44,John Hammond,Wicked Grin,https://i.scdn.co/image/ab67616d0000b27361fd2c18f28d53c757258bcb,"['blues', 'blues rock', 'british blues', 'country blues', 'country rock', 'electric blues', 'modern blues', 'roots rock', 'traditional blues']",38,0.8,0.563,7,-9.661,1,0.0902,0.202,0.112,0.247,0.778,126.318,282093,4,blues
5Oc0vLGWdEWeCqIU8zyELt,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Hound Dog,57,Big Mama Thornton,Ball n' Chain,https://i.scdn.co/image/ab67616d0000b273f25345e400eb77c2d49f8558,"['acoustic blues', 'blues', 'electric blues', 'harmonica blues', 'rhythm and blues', 'texas blues', 'traditional blues']",44,0.563,0.542,9,-10.862,1,0.0962,0.706,3.59e-05,0.355,0.785,133.285,181000,4,blues
1Bqxrcrx2q1nrHDn4aWTV4,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Glory of Love,40,Big Bill Broonzy,Big Bill Broonzy Sings Folk Songs,https://i.scdn.co/image/ab67616d0000b273b18f7e8698d5c182f0bbf914,"['acoustic blues', 'blues', 'chicago blues', 'country blues', 'electric blues', 'traditional blues']",32,0.604,0.108,0,-19.051,1,0.0421,0.88,0.0158,0.125,0.852,164.702,203533,4,blues
2HUZVffVPXvqnrml0gXggp,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Smokestack Lightnin',61,Howlin' Wolf,Moanin' In The Moonlight,https://i.scdn.co/image/ab67616d0000b2736181b1ed45a906d5b2c89af3,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'classic rock', 'delta blues', 'harmonica blues', 'memphis blues', 'traditional blues']",52,0.661,0.342,9,-16.361,0,0.043,0.844,0.000128,0.26,0.588,146.118,188400,4,blues
79lwbvYgFFw3eNbBx4bBRw,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Two Bugs and a Roach,48,Earl Hooker,Two Bugs and a Roach,https://i.scdn.co/image/ab67616d0000b2734e5cf506977a12799a865418,"['acoustic blues', 'blues', 'chicago blues', 'electric blues', 'traditional blues']",38,0.523,0.568,9,-12.584,1,0.0751,0.652,0.00534,0.1,0.813,135.448,259760,4,blues
65JvAtDMWtNIjDCDOLeJ2A,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Reconsider Baby,47,Lowell Fulson,Hung Down Head,https://i.scdn.co/image/ab67616d0000b273a7ce4bb56cfd88f584109134,"['acoustic blues', 'blues', 'boogie-woogie', 'electric blues', 'jump blues', 'rock-and-roll', 'soul blues', 'texas blues', 'traditional blues']",37,0.693,0.518,0,-10.984,1,0.0534,0.764,0.000782,0.057,0.688,95.258,189467,4,blues
2wnjZXcAT3rCjjqxLeHjv7,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Going Down,59,Freddie King,Getting Ready... (World),https://i.scdn.co/image/ab67616d0000b273be4c277f6b8f6bedf7135496,"['acoustic blues', 'blues', 'blues rock', 'electric blues', 'texas blues', 'traditional blues']",51,0.565,0.526,0,-11.352,1,0.0365,0.0339,0.000119,0.11,0.637,167.936,204333,4,blues
3HR1zeLxoPmGuFD8Qxu0Jq,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Play With Your Poodle,34,James Cotton,Deep In The Blues,https://i.scdn.co/image/ab67616d0000b273b311654f19548531fb2c1c92,"['acoustic blues', 'blues', 'chicago blues', 'electric blues', 'harmonica blues', 'traditional blues']",33,0.515,0.43,7,-10.912,1,0.25,0.81,0.0069,0.126,0.624,165.888,219000,4,blues
31GIhpOQpKCzlnuPn03pBQ,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Junker's Blues,52,Champion Jack Dupree,Blues From The Gutter,https://i.scdn.co/image/ab67616d0000b273b1ae21861d1302c0896e81a8,"['acoustic blues', 'barrelhouse piano', 'blues', 'electric blues', 'louisiana blues', 'memphis blues', 'new orleans blues', 'piano blues', 'rhythm and blues', 'traditional blues']",38,0.779,0.155,5,-21.57,1,0.112,0.856,7.82e-06,0.0974,0.696,103.251,192707,4,blues
1vSRhDHRI1jVa6BQURJtRO,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,I'm A Lover Not A Fighter,39,Lazy Lester,I Hear You Knockin'!,https://i.scdn.co/image/ab67616d0000b2733274e9999ed130b5cb60d5c4,"['acoustic blues', 'blues', 'boogie-woogie', 'electric blues', 'harmonica blues', 'louisiana blues', 'swamp blues', 'traditional blues']",29,0.659,0.662,11,-9.039,0,0.0575,0.371,0.0,0.292,0.88,114.143,165760,4,blues
3ocm1Cf1Dk1ODrdBdybh82,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Born Under A Bad Sign - Mono Mix,58,Albert King,Born Under A Bad Sign (Mono),https://i.scdn.co/image/ab67616d0000b27353d060bca8e1bfe646f09ef7,"['acoustic blues', 'blues', 'blues rock', 'electric blues', 'memphis soul', 'soul blues', 'traditional blues']",49,0.711,0.483,11,-11.211,1,0.0298,0.434,0.012,0.0284,0.884,91.652,169998,4,blues
0dvPuXBdAudLyBnCmYYu68,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Born in Chicago,42,The Paul Butterfield Blues Band,The Paul Butterfield Blues Band,https://i.scdn.co/image/ab67616d0000b273d0a5c17238ebf766c2d0a79a,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'country rock', 'electric blues', 'harmonica blues', 'psychedelic rock', 'traditional blues']",39,0.419,0.597,2,-12.591,1,0.048,0.786,0.000769,0.321,0.941,76.177,188867,4,blues
6YSJ7rgjRiO3glbDJrBZR3,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,I Wish You Would,35,Billy Boy Arnold,Back Where I Belong,https://i.scdn.co/image/ab67616d0000b2738599d697d024b210b96a219f,"['acoustic blues', 'blues', 'boogie-woogie', 'electric blues', 'harmonica blues', 'modern blues', 'traditional blues']",28,0.654,0.568,7,-11.979,1,0.0272,0.226,0.00356,0.114,0.762,95.116,219560,4,blues
46rhFnlLLQZjSSDLsMfnRi,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Goin' Down Swingin',39,Homesick James,Blues On The South Side,https://i.scdn.co/image/ab67616d0000b2731288e9fde88318fc0aa19b3c,"['acoustic blues', 'blues', 'boogie-woogie', 'chicago blues', 'electric blues', 'traditional blues']",28,0.508,0.195,2,-16.392,1,0.0357,0.897,0.057,0.0555,0.459,72.089,226267,4,blues
0xfzxjWLAsAZB0KC1juVUZ,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Have A Good Time,34,Big Walter Horton,Big Walter Horton w/ Carey Bell,https://i.scdn.co/image/ab67616d0000b2735020d7a121992841437089d5,"['acoustic blues', 'blues', 'boogie-woogie', 'chicago blues', 'electric blues', 'harmonica blues', 'memphis blues', 'traditional blues']",28,0.642,0.599,11,-14.734,0,0.277,0.0146,0.00238,0.164,0.889,155.9,228533,4,blues
1MJjFZfKgJ3DTyXUDZd403,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,I Got a Woman,39,Snooks Eaglin,New Orleans Street Singer,https://i.scdn.co/image/ab67616d0000b273f5f39975f6139727a75ea7ef,"['acoustic blues', 'blues', 'electric blues', 'louisiana blues', 'new orleans blues', 'traditional blues']",35,0.815,0.106,5,-19.207,1,0.0408,0.753,3.64e-05,0.119,0.536,89.938,193333,4,blues
2azwzKd8xYex2PyJEyl8BX,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Coffee Blues,45,Mississippi John Hurt,Rediscovered,https://i.scdn.co/image/ab67616d0000b273098f82d9514c81c82df554c9,"['acoustic blues', 'american folk revival', 'appalachian folk', 'blues', 'country blues', 'delta blues', 'folk', 'piedmont blues', 'traditional blues', 'traditional folk']",41,0.628,0.135,9,-20.695,1,0.0435,0.946,1.02e-05,0.0915,0.773,103.664,226227,4,blues
0e1EMnOjzrwmUoEPEdkejw,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Lone Wolf,38,J. B. Hutto,Slidin' the Blues (Blues Reference),https://i.scdn.co/image/ab67616d0000b273619251eed61243beea318402,"['acoustic blues', 'blues', 'chicago blues', 'electric blues', 'traditional blues']",28,0.524,0.3,2,-10.345,1,0.0604,0.487,0.31,0.0484,0.315,152.626,367758,3,blues
0u5DqebxtjYVxQo45xZQU8,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Fixin' to Die Blues,31,Bukka White,Parchman Farm,https://i.scdn.co/image/ab67616d0000b273c64cc04c0e185dc5f88156a2,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues', 'traditional folk']",27,0.565,0.266,11,-11.708,1,0.0375,0.897,0.571,0.103,0.577,109.976,168733,4,blues
1TRIYxcVJYPki5AX2hZzZT,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Bad News Is Coming,51,Luther Allison,Bad News Is Coming,https://i.scdn.co/image/ab67616d0000b2735d57a5f0229d2ffd56e8ae1f,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'electric blues', 'modern blues', 'traditional blues']",41,0.639,0.496,1,-6.844,0,0.0375,0.713,0.254,0.0545,0.467,140.394,445533,3,blues
3cwtordfGGU2cpYEwQxJEd,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Travelling Back Home,36,Johnny Shines,Too Wet to Plow,https://i.scdn.co/image/ab67616d0000b2737678ffec5dcd9b61724d42b9,"['acoustic blues', 'blues', 'chicago blues', 'delta blues', 'electric blues', 'memphis blues', 'traditional blues']",28,0.499,0.132,4,-17.278,0,0.0403,0.852,0.00108,0.0621,0.362,89.165,238440,4,blues
35X1ucjCm7rHK80qJ413ci,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Somebody Loan Me A Dime,50,Fenton Robinson,Somebody Loan Me A Dime,https://i.scdn.co/image/ab67616d0000b2737d6ef18662a7bf5f383b42f8,"['acoustic blues', 'blues', 'electric blues', 'louisiana blues', 'swamp blues', 'traditional blues']",37,0.69,0.584,3,-8.864,1,0.0746,0.47,2.46e-05,0.297,0.809,118.017,179693,3,blues
2zsm9cFWyueKkaTbsUy5kN,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Truckin' My Blues Away,33,Blind Boy Fuller,Presenting Blind Boy Fuller,https://i.scdn.co/image/ab67616d0000b273ebf8edb88d019b2427494a30,"['acoustic blues', 'blues', 'boogie-woogie', 'country blues', 'jug band', 'piedmont blues', 'traditional blues']",28,0.619,0.302,7,-12.257,0,0.0605,0.995,0.00225,0.161,0.679,181.332,188453,4,blues
1Zi46GcDlazYsBPjeNW97E,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Empty Arms,28,Eddie Boyd,The Blue Horizon Story 1965 - 1970 Vol.1,https://i.scdn.co/image/ab67616d0000b27321daa80736b194576a7b3277,"['acoustic blues', 'blues', 'chicago blues', 'electric blues', 'piano blues', 'traditional blues']",27,0.705,0.447,7,-11.327,1,0.0501,0.934,0.172,0.102,0.547,140.446,170107,4,blues
1LaDxcsHUs6Cb9tOgflf9K,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Worried About My Baby,31,Sunnyland Slim,Highway 61,https://i.scdn.co/image/ab67616d0000b27300cd9a8f1949f67f34b5da65,"['acoustic blues', 'blues', 'boogie-woogie', 'chicago blues', 'delta blues', 'electric blues', 'piano blues', 'traditional blues']",30,0.615,0.303,9,-11.262,1,0.06,0.925,0.0125,0.183,0.78,80.602,161133,4,blues
75ZXx6ysguj5afBRtZ8tGR,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Work With Me Annie,35,Snooky Pryor,Shake My Hand,https://i.scdn.co/image/ab67616d0000b2739a850182ee64b0c9f5d4e9e0,"['acoustic blues', 'blues', 'chicago blues', 'electric blues', 'harmonica blues', 'traditional blues']",27,0.66,0.696,9,-7.096,1,0.0367,0.448,0.00194,0.0621,0.598,110.016,258400,4,blues
1TrGdXSgiBm8W68D2K1COG,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Cross Road Blues,51,Robert Johnson,King Of The Delta Blues Singers,https://i.scdn.co/image/ab67616d0000b27312549da864353c084cf0faa6,"['acoustic blues', 'blues', 'delta blues', 'pre-war blues', 'traditional blues']",44,0.675,0.311,9,-11.959,1,0.0525,0.93,0.000261,0.102,0.638,97.159,149560,4,blues
1vjHFgIdNuLXojpkzysoV8,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Baby Please Don't Go,42,Big Joe Williams,Going Back to Crawford,https://i.scdn.co/image/ab67616d0000b273ef40ea50399fdfedaf8547cc,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",29,0.499,0.302,7,-15.15,1,0.0495,0.752,0.0266,0.129,0.564,167.075,164507,4,blues
2En6kxGCjZxXmKJ1IYu4Fp,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,You Gotta Move,44,Mississippi Fred McDowell,You Gotta Move,https://i.scdn.co/image/ab67616d0000b273d2c753e269d9e05e565cbff0,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues', 'traditional southern folk']",34,0.623,0.151,9,-16.275,1,0.0626,0.697,0.000354,0.102,0.309,75.033,200667,4,blues
4RPdeuPph5G6byLEzH9SYS,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Devil Got My Woman,28,Skip James,I'd Rather Be The Devil: The Legendary 1931 Session,https://i.scdn.co/image/ab67616d0000b2731fa8d7ca8b99d62b47a908cc,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",33,0.493,0.244,2,-10.639,1,0.0297,0.994,0.0813,0.119,0.547,85.251,178853,4,blues
5MTsZG10E0hTvAkdioyPnw,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Feels Like Rain (feat. Bonnie Raitt),56,Buddy Guy,Feels Like Rain,https://i.scdn.co/image/ab67616d0000b273c4f5a7acc1ddba46680ea814,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'classic rock', 'country blues', 'electric blues', 'modern blues', 'soul blues', 'traditional blues']",53,0.572,0.348,0,-13.454,1,0.0294,0.44,0.000721,0.235,0.34,73.304,275267,4,blues
1zw6fvKHymCXTjSV6MUTFt,https://open.spotify.com/playlist/7qACZGMjyo64TdUdKAegjp?si=1d3b035785164673,The Sound of Blues,Hoodoo Blues,32,Lightnin' Slim,Lightning Slim presents Rooster Blues,https://i.scdn.co/image/ab67616d0000b273080fc02e76587bc3df4d6e13,"['acoustic blues', 'blues', 'electric blues', 'harmonica blues', 'louisiana blues', 'swamp blues', 'traditional blues']",28,0.536,0.237,11,-16.691,0,0.133,0.98,0.332,0.0942,0.582,200.212,245213,3,blues
